Time;Open;High;Low;Close;ATR;VolumeTick;RSI 14;EMA 50;EMA 200;VWAP Mensile;Delta CloseVWAP
01/01/2020;3239;3250,2;3235,3;3247,9;19,78;9104;72,25;3134,03;2985,28;3234,84;13,06
02/01/2020;3233,2;3246,1;3206,2;3242,1;19,91;18250;69,65;3138,27;2987,83;3238,61;3,49
05/01/2020;3224;3241,7;3208,8;3239,7;20,34;14024;68,56;3142,25;2990,34;3238,92;0,78
06/01/2020;3247,9;3253,9;3231,2;3239;19,89;14034;68,22;3146,04;2992,81;3238,94;0,06
07/01/2020;3226,3;3261,7;3225,1;3261,5;21,69;18728;72,85;3150,57;2995,48;3244,09;17,41
08/01/2020;3264,2;3276;3262,7;3273,5;21,93;11558;74,94;3155,39;2998,25;3247,73;25,77
09/01/2020;3282,6;3285,9;3268;3271,3;22,04;9650;73,82;3159,93;3000,97;3249,93;21,37
12/01/2020;3273,2;3284,6;3267,5;3284;21,63;8652;76,05;3164,8;3003,78;3252,57;31,43
13/01/2020;3288,6;3294,5;3274,4;3284,7;22,51;14084;76,18;3169,5;3006,58;3256,16;28,54
14/01/2020;3282;3298,4;3278,2;3290,6;23,36;11696;77,22;3174,25;3009,41;3259,09;31,51
15/01/2020;3298,4;3309,3;3296,9;3308,1;23,89;8184;80,01;3179,5;3012,38;3261,84;46,26
16/01/2020;3318,1;3328,1;3318,1;3325,4;23,98;7218;82,32;3185,22;3015,49;3264,84;60,56
19/01/2020;3325,6;3325,9;3318,1;3325;22,56;2400;82,08;3190,7;3018,57;3265,77;59,23
20/01/2020;3309,5;3330,2;3306,8;3322;23,19;10588;80,23;3195,85;3021,59;3269,36;52,64
21/01/2020;3335,3;3337,6;3324,6;3328,3;22,11;8903;81,19;3201,05;3024,64;3272,36;55,94
22/01/2020;3313,7;3324,8;3301,5;3324,8;21,05;13630;78,89;3205,9;3027,63;3276,15;48,65
23/01/2020;3330,1;3337,6;3280,9;3293,4;22,72;16688;61,95;3209,33;3030,27;3277,55;15,85
26/01/2020;3261,2;3267,2;3234;3249,7;25,34;26666;46,86;3210,91;3032,46;3274,35;-24,65
27/01/2020;3263,5;3286,2;3242,7;3282,2;25,84;18742;55,53;3213,71;3034,94;3274,94;7,26
28/01/2020;3285,7;3293,6;3271,6;3285,8;26,37;12696;56,38;3216,54;3037,44;3275,46;10,34
29/01/2020;3252,9;3268,9;3240,8;3265,7;28,31;24046;50,58;3218,46;3039,71;3274,64;-8,94
30/01/2020;3288,7;3289,7;3223;3231,2;31,85;30944;42,49;3218,96;3041,62;3270,42;-39,22
02/02/2020;3242,6;3268,3;3233,3;3251,8;33,06;23848;47,85;3220,25;3043,71;3240,17;11,63
03/02/2020;3272,1;3306,5;3265,4;3303,8;35,53;16602;58,4;3223,53;3046,29;3254,96;48,84
04/02/2020;3294,3;3334,1;3292;3333,6;37,2;24672;63,01;3227,84;3049,15;3275,16;58,44
05/02/2020;3350,6;3354,8;3333,9;3343,7;37,29;17672;64,45;3232,39;3052,08;3285,81;57,89
06/02/2020;3347,6;3348,1;3322;3329;38,59;20702;60,75;3236,18;3054,84;3292,46;36,54
09/02/2020;3332,4;3343,4;3315,9;3343,4;38,89;15082;62,99;3240,38;3057,71;3297,6;45,8
10/02/2020;3363,1;3375,6;3355,9;3360,6;40,07;12936;65,53;3245,1;3060,72;3302,61;57,99
11/02/2020;3366,6;3378,2;3364,8;3376,9;39,41;10614;67,78;3250,26;3063,87;3307,17;69,73
12/02/2020;3365,8;3384,5;3348;3382;37,97;16582;68,48;3255,43;3067,04;3313,71;68,29
13/02/2020;3382,3;3385,5;3365,5;3372,5;35,16;10798;65,64;3260,02;3070,08;3316,88;55,62
16/02/2020;3389,1;3390,4;3385,2;3388,2;33,33;2862;68;3265,05;3073,24;3317,88;70,32
17/02/2020;3369,9;3374,3;3355,5;3372,5;34,09;14182;63,31;3269,26;3076,22;3321,44;51,06
18/02/2020;3377;3393,5;3373,2;3391,3;32,38;8920;66,31;3274,05;3079,35;3324,2;67,1
19/02/2020;3385,7;3391,2;3339,7;3369,2;31,3;21734;60,1;3277,78;3082,24;3328,14;41,06
20/02/2020;3352,1;3361,9;3328,2;3335,9;31,58;25086;52,18;3280,06;3084,76;3328,85;7,05
23/02/2020;3292,9;3293,4;3213,7;3247,7;36,4;45892;37,92;3278,79;3086,38;3317,18;-69,48
24/02/2020;3257,9;3258,2;3121,7;3142;43,14;58094;28,03;3273,42;3086,94;3290,2;-148,2
25/02/2020;3136,8;3182,8;3092;3115,5;48,11;73166;26,18;3267,23;3087,22;3261,82;-146,32
26/02/2020;3085,4;3104,3;3006,5;3033;54,04;85000;21,45;3258,05;3086,68;3225,49;-192,49
27/02/2020;2921;2960,3;2853,6;2916,1;64,89;129529;16,82;3244,64;3084,98;3165,22;-249,12
01/03/2020;2966,1;3040,1;2905,4;3001,3;72,21;110698;28,88;3235,09;3084,15;2955,36;45,94
02/03/2020;3069,5;3138;2975;3010,7;82,59;119353;30,09;3226,29;3083,42;2973,73;36,97
03/03/2020;3037,6;3100,7;3033,2;3093,8;86,41;75322;39,8;3221,1;3083,52;2994,52;99,28
04/03/2020;3091;3091,3;3009,7;3021,7;90,99;72931;35,22;3213,28;3082,91;2998,43;23,27
05/03/2020;2983,8;2998,5;2904,5;2910;98,09;107126;29,56;3201,39;3081,19;2983,02;-73,02
08/03/2020;2821,1;2839;2717,4;2745,8;109,51;78467;23,56;3183,52;3077,85;2956,18;-210,38
09/03/2020;2846,3;2883,7;2732,7;2880,5;118,79;129724;35,18;3171,64;3075,89;2944,25;-63,75
10/03/2020;2788,1;2839,3;2706,2;2740;127,56;127576;30,05;3154,71;3072,54;2916,84;-176,84
11/03/2020;2631,4;2661;2471,8;2477,3;143,79;121363;23,23;3128,14;3066,62;2867,09;-389,79
12/03/2020;2525,7;2708,3;2491,7;2706,7;151,56;115920;36,73;3111,62;3063,04;2851,44;-144,74
15/03/2020;2398,4;2563,1;2364,4;2397,4;166,26;91773;29,26;3083,61;3056,42;2818,88;-421,48
16/03/2020;2497,9;2554,8;2366,3;2531,5;173,24;139279;35,4;3061,96;3051,19;2790,67;-259,17
17/03/2020;2379,8;2454,7;2272,9;2408,2;183,92;94849;32,6;3036,32;3044,8;2766,71;-358,51
18/03/2020;2373,1;2468,2;2317;2411,3;181,91;135545;32,74;3011,81;3038,49;2737,5;-326,2
19/03/2020;2448,7;2509,7;2291,7;2296,2;187,86;143050;30,16;2983,75;3031,11;2702,29;-406,09
22/03/2020;2220,5;2395;2189,8;2231,8;190,87;148511;28,8;2954,26;3023,15;2666,29;-434,49
23/03/2020;2330,6;2449,5;2312,7;2442,3;199,99;116996;38,59;2934,18;3017,37;2653,55;-211,25
24/03/2020;2456,5;2571,6;2398,5;2474,9;206,35;150795;39,97;2916,17;3011,98;2641,36;-166,46
25/03/2020;2443,4;2637,5;2413,9;2629;213,95;134262;46,12;2904,91;3008,17;2640,65;-11,65
26/03/2020;2595,6;2615,8;2517,4;2542,3;208,16;125968;43,42;2890,69;3003,53;2635,63;-93,33
29/03/2020;2545,8;2632,4;2505,8;2625,9;206,42;110790;46,66;2880,3;2999,77;2635,21;-9,31
30/03/2020;2637,5;2646,5;2569,7;2579,4;199,46;97750;45,11;2868,5;2995,59;2633,18;-53,78
31/03/2020;2509,3;2523,3;2446,9;2471,2;189,76;95072;41,65;2852,92;2990,37;2471,2;0
01/04/2020;2502,5;2534,1;2436,5;2528,1;180,24;100753;44,08;2840,19;2985,77;2500,48;27,62
02/04/2020;2506,2;2539,6;2459,2;2486,4;161,53;84236;42,68;2826,31;2980,8;2496,24;-9,84
05/04/2020;2584,3;2677;2574,2;2659;161,68;58209;49,8;2819,75;2977,6;2524,25;134,75
06/04/2020;2698,2;2755,6;2655,6;2655,6;150,35;92304;49,66;2813,31;2974,4;2552,41;103,19
07/04/2020;2656,2;2760,2;2637,1;2744,7;148,34;80624;53,14;2810,62;2972,11;2582,73;161,97
08/04/2020;2765,9;2818,3;2708,7;2787,3;140,6;91848;54,75;2809,71;2970,27;2613,89;173,41
12/04/2020;2754,2;2788;2720,4;2762,4;130,77;62682;53,59;2807,85;2968,2;2627,87;134,53
13/04/2020;2810;2852,5;2789,7;2844,5;121,66;56378;56,83;2809,29;2966,97;2644,79;199,71
14/04/2020;2833,2;2836,5;2759,6;2782,3;115,36;70340;53,77;2808,23;2965,14;2656,99;125,31
15/04/2020;2809,5;2812;2764,7;2800,7;102,76;73970;54,55;2807,94;2963,5;2669,26;131,44
16/04/2020;2876,9;2886,8;2830,3;2873,6;100,94;69632;57,6;2810,51;2962,61;2684,46;189,14
19/04/2020;2868,5;2869,9;2817,3;2823,9;95,92;61306;54,89;2811,04;2961,23;2693,03;130,87
20/04/2020;2809,2;2816,2;2726,5;2737,8;97,39;85776;50,47;2808,16;2959;2696,58;41,22
21/04/2020;2766,4;2815,9;2757,9;2798,9;93,51;56842;53,34;2807,8;2957,41;2701,68;97,22
22/04/2020;2807,9;2845,1;2786,1;2798,1;90,75;64302;53,3;2807,42;2955,82;2706,83;91,27
23/04/2020;2785,2;2843,5;2776,2;2836;89,81;53860;55,17;2808,54;2954,63;2712,36;123,64
26/04/2020;2853,8;2888,8;2850,3;2878;79,97;41052;57,21;2811,27;2953,87;2717,59;160,41
27/04/2020;2870,7;2920,9;2860,7;2863,7;77,13;51419;56,27;2813,32;2952,97;2723,16;140,54
28/04/2020;2895,8;2955,1;2888,5;2939,6;74,86;51108;60,03;2818,27;2952,84;2731,05;208,55
29/04/2020;2962,2;2963,7;2892;2911,5;72,16;62356;58,04;2821,93;2952,43;2738,73;172,77
30/04/2020;2849,3;2865,9;2820,7;2831,7;73,81;48512;52,7;2822,31;2951,23;2831,7;0
03/05/2020;2819,6;2844,3;2792,1;2844;71,11;46797;53,41;2823,16;2950,16;2837,74;6,26
04/05/2020;2858,2;2898,7;2841,4;2869,4;69,14;44072;54,92;2824,98;2949,36;2847,75;21,65
05/05/2020;2888,8;2894,6;2847,6;2848,6;69,11;42824;53,4;2825,9;2948,35;2847,95;0,65
06/05/2020;2866,5;2902,2;2862,7;2879,5;66,79;38552;55,38;2828;2947,67;2853,46;26,04
07/05/2020;2915,6;2932,5;2902,8;2929,1;66,56;29846;58,43;2831,97;2947,48;2862,47;66,63
10/05/2020;2943,8;2949;2897;2930,4;63,31;35590;58,51;2835,83;2947,31;2870,92;59,48
11/05/2020;2911,4;2945,9;2871,2;2871,4;63,07;39208;53,47;2837,22;2946,56;2870,97;0,43
12/05/2020;2869,4;2882,7;2792,5;2822,2;65,3;58258;49,63;2836,63;2945,32;2863,57;-41,37
13/05/2020;2808,1;2852,3;2765,8;2852,1;66,67;63602;51,89;2837,24;2944,39;2861,94;-9,84
14/05/2020;2852,9;2868,1;2815;2865;66,69;59308;52,88;2838,33;2943,6;2862,3;2,7
17/05/2020;2888,6;2968,5;2887,8;2952,8;69,79;39623;59,01;2842,82;2943,69;2868,86;83,94
18/05/2020;2975,4;2975,4;2922,3;2922,3;67,05;51082;56,27;2845,94;2943,48;2873,43;48,87
19/05/2020;2935,2;2980,2;2932,4;2971,4;66,06;40512;59,53;2850,86;2943,76;2879,65;91,75
20/05/2020;2952,1;2977,2;2938,5;2948,3;62,34;43282;57,37;2854,68;2943,8;2884,02;64,28
21/05/2020;2920,9;2956,7;2908,9;2955,7;62,03;37610;57,89;2858,64;2943,92;2887,77;67,93
24/05/2020;2971,3;2994,2;2963,7;2993,5;60,69;16026;60,58;2863,93;2944,42;2890,07;103,43
25/05/2020;3014;3023,8;2987,2;2991,2;59,94;31934;60,33;2868,92;2944,88;2894,29;96,91
26/05/2020;3011,8;3038,3;2969;3034,9;61,06;45408;63,45;2875,43;2945,78;2902,15;132,75
27/05/2020;3044,7;3069;3023,3;3029;60,54;49156;62,73;2881,45;2946,61;2909,39;119,61
28/05/2020;3028,2;3049;2997,8;3049;60,49;55078;64,21;2888,02;2947,62;2917,78;131,22
31/05/2020;3054,5;3061,7;3023,5;3054,5;57,88;36812;64,62;2894,55;2948,69;3054,5;0
01/06/2020;3050,3;3081,2;3047,8;3081,2;53,82;31128;66,64;2901,87;2950,01;3066,73;14,47
02/06/2020;3090;3132;3088;3122,1;51,27;28878;69,52;2910,51;2951,72;3083,25;38,85
03/06/2020;3108,3;3128,8;3089,8;3112,3;50,26;38698;68;2918,42;2953,32;3091,54;20,76
04/06/2020;3136,1;3212;3130,4;3194;49,99;44308;73,23;2929,23;2955,71;3116,79;77,21
07/06/2020;3189,9;3232,4;3184,9;3232,4;49,59;29940;75,27;2941,12;2958,46;3133,29;99,11
08/06/2020;3222,8;3225,5;3191,8;3208,7;48,36;35174;71,64;2951,61;2960,95;3144,12;64,58
09/06/2020;3215,8;3226;3181,4;3190,9;48,78;48548;68,94;2960,99;2963,24;3151,86;39,04
10/06/2020;3142,9;3146,4;2997,9;3003,6;59,15;73282;48,35;2962,66;2963,64;3122,24;-118,64
11/06/2020;3027,8;3088,1;2983,7;3041,5;63,86;89404;51,5;2965,76;2964,42;3106,41;-64,91
14/06/2020;2950,1;3080,5;2940,9;3068,3;71,21;95260;53,66;2969,78;2965,45;3099,83;-31,53
15/06/2020;3101,4;3168,1;3074,2;3123,7;73,39;105838;57,84;2975,81;2967,03;3103,67;20,03
16/06/2020;3129,7;3157,7;3107,3;3114,1;73,73;50152;56,88;2981,24;2968,49;3104,41;9,69
17/06/2020;3111,4;3130,4;3084,6;3116,9;73,34;52436;57,1;2986,56;2969,97;3105,27;11,63
18/06/2020;3126,9;3155,5;3082,3;3097;75,84;48382;54,93;2990,89;2971,23;3104,78;-7,78
21/06/2020;3087,2;3121,1;3078,1;3118,3;76,53;37962;56,82;2995,88;2972,69;3105,38;12,92
22/06/2020;3128;3157;3122,5;3130,3;75,66;37960;57,9;3001,16;2974,26;3106,45;23,85
23/06/2020;3132,2;3135,4;3030,8;3048;80,35;59364;48,92;3002,99;2975;3102,78;-54,78
24/06/2020;3040,5;3087,4;3017;3086,9;78,26;60136;52,65;3006,28;2976,11;3101,83;-14,93
25/06/2020;3073,7;3091,2;3004,5;3011;81,06;54166;45,64;3006,47;2976,46;3097,17;-86,17
28/06/2020;3022,6;3051,5;3000,2;3051,5;81,82;42136;49,5;3008,23;2977,2;3095,42;-43,92
29/06/2020;3051,1;3111,8;3040,4;3102,5;83,74;40186;53,95;3011,93;2978,45;3095,67;6,83
30/06/2020;3094,6;3128,5;3073,4;3115,2;73,89;38036;55,01;3015,98;2979,81;3115,2;0
01/07/2020;3124,7;3165,3;3122;3129,7;70,01;36030;56,25;3020,44;2981,3;3122,25;7,45
02/07/2020;3144,9;3146,6;3115,4;3125,5;62,26;19874;55,77;3024,56;2982,74;3122,94;2,56
05/07/2020;3174,9;3183,5;3164,7;3179,7;59,28;29215;60,45;3030,64;2984,7;3136,41;43,29
06/07/2020;3168,4;3184,3;3142,8;3143,3;58,64;31714;56,15;3035,06;2986,28;3137,82;5,48
07/07/2020;3144,9;3172,2;3136,4;3170,6;57,93;37658;58,54;3040,38;2988,11;3144,23;26,37
08/07/2020;3168,4;3179,9;3114,9;3151,2;57,34;40937;56,2;3044,72;2989,73;3145,45;5,75
09/07/2020;3125,1;3187,2;3123,4;3186,2;58,83;39544;59,35;3050,27;2991,69;3151,35;34,85
12/07/2020;3202,2;3235,8;3150,3;3154,4;62,17;39436;55,45;3054,35;2993,31;3151,74;2,66
13/07/2020;3171,5;3200,3;3127,9;3197,1;59,87;62181;59,32;3059,95;2995,33;3159,27;37,83
14/07/2020;3213,7;3240,5;3200,8;3226,3;57,94;46061;61,76;3066,48;2997,63;3166,61;59,69
15/07/2020;3209,1;3220,3;3197,9;3214,6;53,78;40845;60,2;3072,28;2999,79;3170,85;43,75
16/07/2020;3209,1;3233,7;3203,3;3225,4;52,29;24408;61,18;3078,29;3002,04;3173,59;51,81
19/07/2020;3205,2;3258,4;3198,9;3252,9;51,44;22384;63,62;3085,14;3004,53;3177,09;75,81
20/07/2020;3269,8;3281,8;3247,9;3257,2;49,92;31184;64,01;3091,88;3007,05;3181,72;75,48
21/07/2020;3262;3279,3;3235,8;3276,6;49,45;29537;65,75;3099,13;3009,73;3186,64;89,96
22/07/2020;3289;3292,3;3222,3;3235,8;52,22;41608;59,24;3104,49;3011,98;3189,99;45,81
23/07/2020;3214,7;3232,4;3199,3;3215,6;50,69;39350;56,27;3108,84;3014;3191,54;24,06
26/07/2020;3222,8;3241,1;3214,9;3239,1;49,59;22874;58,85;3113,95;3016,24;3193,16;45,94
27/07/2020;3240,8;3245,5;3215,9;3218,9;49,15;28079;55,8;3118,07;3018,26;3194,19;24,71
28/07/2020;3225;3265;3222,3;3258,5;47,8;20778;60,16;3123,58;3020,65;3196,04;62,46
29/07/2020;3247,7;3251;3203,5;3246,5;47,17;38530;58,29;3128,4;3022,9;3198,6;47,9
30/07/2020;3264,4;3272,1;3219,9;3271,1;44,79;41909;60,98;3133,99;3025,37;3202,39;68,71
02/08/2020;3269,5;3302,3;3261,8;3293,8;42,51;26612;63,33;3140,26;3028,04;3279,92;13,88
03/08/2020;3300,5;3305,4;3278;3305,4;41,37;27085;64,5;3146,74;3030,8;3287,14;18,26
04/08/2020;3319;3330,9;3316,3;3327,9;41,16;22169;66,73;3153,84;3033,75;3294,81;33,09
05/08/2020;3327,2;3351,1;3307,7;3349,1;42,09;26561;68,72;3161,5;3036,89;3304,8;44,3
06/08/2020;3338,3;3353,4;3329,2;3351,4;39,57;35165;68,94;3168,94;3040,02;3313,93;37,47
09/08/2020;3355,7;3363,7;3335,7;3360,7;39,15;27490;69,85;3176,46;3043,21;3320,14;40,56
10/08/2020;3366,1;3385,3;3326,7;3334;40,23;36194;64,04;3182,64;3046,11;3322,2;11,8
11/08/2020;3350,9;3388,3;3349,5;3380,5;39,11;28852;68,9;3190,4;3049,43;3328,39;52,11
12/08/2020;3373,1;3387,2;3362,9;3372,4;38,24;29325;67,19;3197,54;3052,65;3332,67;39,73
13/08/2020;3377,9;3378,9;3355,1;3371,4;38,06;29053;66,97;3204,36;3055,82;3336,07;35,33
16/08/2020;3376,5;3387,4;3369,7;3382,7;37,21;14260;68,24;3211,35;3059,07;3338;44,7
17/08/2020;3380,5;3395;3370;3389,3;35,71;16971;68,99;3218,33;3062,36;3340,41;48,89
18/08/2020;3392,4;3399,4;3369,2;3375,9;33,94;18529;65,61;3224,51;3065,48;3342,14;33,76
19/08/2020;3360,4;3391,1;3352,9;3386,3;32,94;21993;66,96;3230,85;3068,67;3344,56;41,74
20/08/2020;3391,3;3400,1;3360,5;3398,6;32,87;24982;68,54;3237,43;3071,95;3347,72;50,88
23/08/2020;3411,7;3431,2;3410,9;3431,2;33,24;19786;72,3;3245,03;3075,53;3351,41;79,79
24/08/2020;3446,6;3452;3425;3444,3;33,35;20054;73,67;3252,84;3079,2;3355,4;88,9
25/08/2020;3443,7;3481,6;3439,9;3479,1;33,23;15818;76,92;3261,72;3083,18;3359,45;119,65
26/08/2020;3479,3;3501,4;3468,2;3485,4;33,87;34630;77,47;3270,49;3087,18;3367,88;117,52
27/08/2020;3505;3509,5;3484;3508;33,69;26103;79,34;3279,8;3091,36;3374,61;133,39
30/08/2020;3519;3521;3493;3503,3;31,51;19449;77,89;3288,57;3095,46;3379,06;124,24
31/08/2020;3511,9;3528,8;3494,5;3528,8;30,08;24859;80,03;3297,99;3099,78;3528,8;0
01/09/2020;3543,3;3587,9;3536,4;3580,9;32,56;30747;83,53;3309,08;3104,56;3557,61;23,29
02/09/2020;3574,7;3585,2;3426,7;3457,2;42,19;76422;57,67;3314,89;3108,07;3499,49;-42,29
03/09/2020;3445,1;3485,8;3348,8;3428,5;50,71;95564;53,53;3319,35;3111,26;3469,68;-41,18
06/09/2020;3398,5;3439,6;3396,5;3434,5;52;33022;54,27;3323,86;3114,48;3465,22;-30,72
07/09/2020;3440,6;3443,1;3329,1;3330,8;57,99;90400;41,87;3324,13;3116,63;3430,6;-99,8
08/09/2020;3336;3424,9;3335,5;3398,6;61,98;57223;49,92;3327,06;3119,43;3426,12;-27,52
09/09/2020;3399,2;3425,2;3328,6;3338;66,05;77174;44,05;3327,48;3121,61;3412,11;-74,11
10/09/2020;3366,5;3375,7;3309,6;3340,9;68,44;82069;44,39;3328,01;3123,79;3401,81;-60,91
13/09/2020;3381,5;3402,1;3364;3382,7;70,89;50239;49,14;3330,16;3126,37;3400,26;-17,56
14/09/2020;3390,7;3418,5;3387,7;3400;70,46;47202;51,01;3332,89;3129,09;3400,24;-0,24
15/09/2020;3408,4;3429;3384;3385,3;71,31;32764;49,35;3334,95;3131,64;3399,54;-14,24
16/09/2020;3333,7;3375,3;3325,4;3358,5;73,76;56721;46,39;3335,87;3133,9;3396,45;-37,95
17/09/2020;3361,9;3373,2;3290,8;3317,5;77,65;46239;42,22;3335,15;3135,72;3391,89;-74,39
20/09/2020;3311,9;3315,9;3228,3;3281;81,57;63200;38,86;3333,03;3137,17;3383,78;-102,78
21/09/2020;3275,4;3320,9;3267,7;3315,1;81,15;45229;43,39;3332,33;3138,94;3380,36;-65,26
22/09/2020;3315,1;3330,6;3232,4;3236;76,84;47851;36,62;3328,55;3139,91;3373,14;-137,14
23/09/2020;3224,7;3279,1;3209,2;3246,4;72,05;64714;37,99;3325,33;3140,96;3365,11;-118,71
24/09/2020;3258,5;3307,3;3217,7;3299,3;75,37;53752;44,55;3324,31;3142,54;3361,82;-62,52
27/09/2020;3320,2;3360,7;3317,1;3349,4;71,61;36112;49,96;3325,29;3144,6;3361,42;-12,02
28/09/2020;3357,5;3359,7;3326,7;3334,8;67,25;34856;48,47;3325,66;3146,49;3360,61;-25,81
29/09/2020;3314,4;3393,8;3306,1;3363,6;66,61;53518;51,53;3327,15;3148,65;3360,74;2,86
30/09/2020;3389,1;3397;3360,6;3381,7;64,49;49341;53,4;3329,29;3150,97;3381,7;0
01/10/2020;3337,6;3369,6;3314,7;3347,1;64,91;67541;49,47;3329,99;3152,92;3361,71;-14,61
04/10/2020;3368,2;3410,1;3356,7;3408,9;66,85;26704;55,74;3333,08;3155,47;3370,48;38,42
05/10/2020;3403,4;3431,8;3353,3;3360,9;69,24;42093;50,5;3334,17;3157,51;3368,31;-7,41
06/10/2020;3380,7;3426,3;3375,5;3417,8;69,64;32895;55,8;3337,45;3160,1;3375,76;42,04
07/10/2020;3439,6;3447,2;3423,1;3446,7;65,85;28493;58,25;3341,74;3162,95;3383,94;62,76
08/10/2020;3455,3;3462,3;3455,3;3459;60,59;3806;59,28;3346,34;3165,9;3385,08;73,92
12/10/2020;3527,1;3533,2;3500,4;3511,4;62,09;42761;63,43;3352,81;3169,34;3403,47;107,93
13/10/2020;3526,5;3532,3;3480,1;3487,6;58,81;55658;60,42;3358,09;3172,51;3416,88;70,72
14/10/2020;3470;3488,9;3439,6;3483,9;57,34;67228;59,94;3363,03;3175,6;3427,7;56,2
15/10/2020;3487;3516,4;3478,5;3483,9;53,64;45694;59,94;3367,77;3178,67;3433,25;50,65
18/10/2020;3494;3504,3;3419,6;3426,9;55,31;55728;52,54;3370,09;3181,14;3432,57;-5,67
19/10/2020;3444,7;3478;3435,3;3443,7;56,6;63894;54,33;3372,97;3183,75;3433,79;9,91
20/10/2020;3459,7;3465;3428,7;3435,3;52,93;69666;53,25;3375,42;3186,26;3433,95;1,35
21/10/2020;3422,5;3460,5;3414,5;3453,9;53,61;59136;55,37;3378,5;3188,92;3435,61;18,29
22/10/2020;3447,8;3470,1;3439,6;3465,3;51,01;44702;56,66;3381,9;3191,67;3437,37;27,93
25/10/2020;3434,1;3437,8;3364,5;3401,8;53,71;68844;48,25;3382,68;3193,76;3434,4;-32,6
26/10/2020;3411,7;3418,2;3388,1;3391,1;50,25;62268;46,99;3383,01;3195,72;3431,36;-40,26
27/10/2020;3370,8;3371,8;3268,9;3269,4;54,31;98594;35,56;3378,56;3196,46;3415,15;-145,75
28/10/2020;3309,3;3341,9;3258,1;3310,1;58,19;95434;40,75;3375,87;3197,59;3405,87;-95,77
29/10/2020;3242,1;3304,3;3233,8;3274,1;62,53;118640;37,85;3371,88;3198,35;3392,83;-118,73
01/11/2020;3274,1;3331,6;3270,9;3302;61,56;82998;41,34;3369,14;3199,38;3285,58;16,42
02/11/2020;3324,3;3390,1;3321,8;3370,4;64,13;59112;48,91;3369,19;3201,08;3304,81;65,59
03/11/2020;3383,1;3487,4;3327,2;3461,4;72,05;160121;56,88;3372,81;3203,67;3364,39;97,01
